,Convocatoria,Provincia,Municipio,Censo,Abstención,tam,AA,Ciudadanos,IU-SUMAR,Otro,PA,PARTIDOS LOCALES,PODEMOS,PP,PSOE,VOX
0,1982,Almería,ABLA,1226,395,Pequeña,0,0,5,0,6,3,0,541,264,12
1,1982,Almería,ABRUCENA,1212,527,Pequeña,0,0,96,0,8,9,0,245,322,5
2,1982,Almería,ADRA,10940,5780,Pequeña,0,0,201,0,182,47,0,1968,2567,195
3,1982,Almería,ALBANCHEZ,792,344,Pequeña,0,0,27,0,3,0,0,275,142,1
4,1982,Almería,ALBOLODUY,773,191,Pequeña,0,0,20,0,4,2,0,362,190,4
5,1982,Almería,ALBOX,6330,2813,Pequeña,0,0,326,0,135,15,0,2013,1001,27
6,1982,Almería,ALCOLEA,619,161,Pequeña,0,0,4,0,7,1,0,186,258,2
7,1982,Almería,ALCONTAR,491,211,Pequeña,0,0,5,0,0,1,0,176,96,2
8,1982,Almería,ALCUDIA DE MONTEAGUD,195,68,Pequeña,0,0,0,0,3,0,0,71,35,18
9,1982,Almería,ALHABIA,608,125,Pequeña,0,0,8,0,1,1,0,176,295,2
10,1982,Almería,ALHAMA DE ALMERIA,2024,433,Pequeña,0,0,239,0,36,3,0,269,1007,37
11,1982,Almería,ALICUN,180,37,Pequeña,0,0,2,0,2,1,0,83,53,2
12,1982,Almería,ALMERIA,94666,37621,Pequeña,0,0,2990,0,2882,225,0,19360,30425,1163
13,1982,Almería,ALMOCITA,192,89,Pequeña,0,0,3,0,0,0,0,76,22,2
14,1982,Almería,ALSODUX,114,33,Pequeña,0,0,2,0,0,0,0,47,32,0
15,1982,Almería,ANTAS,1696,772,Pequeña,0,0,20,0,19,6,0,344,532,3
16,1982,Almería,ARBOLEAS,988,375,Pequeña,0,0,14,0,16,2,0,352,227,2
17,1982,Almería,ARMUÑA DE ALMANZORA,264,80,Pequeña,0,0,4,0,0,1,0,112,63,4
18,1982,Almería,BACARES,326,134,Pequeña,0,0,9,0,1,1,0,45,135,1
19,1982,Almería,BAYARCAL,341,143,Pequeña,0,0,0,0,3,2,0,113,78,2
20,1982,Almería,BAYARQUE,217,64,Pequeña,0,0,1,0,1,0,0,60,88,3
21,1982,Almería,BEDAR,396,115,Pequeña,0,0,5,0,7,0,0,126,143,0
22,1982,Almería,BEIRES,167,51,Pequeña,0,0,0,0,0,1,0,63,51,1
23,1982,Almería,BENAHADUX,641,128,Pequeña,0,0,120,0,11,1,0,92,275,14
24,1982,Almería,BENITAGLA,107,44,Pequeña,0,0,0,0,0,0,0,33,7,23
25,1982,Almería,BENIZALON,396,228,Pequeña,0,0,2,0,2,4,0,90,69,1
26,1982,Almería,BENTARIQUE,254,69,Pequeña,0,0,4,0,1,0,0,45,134,1
27,1982,Almería,BERJA,7470,2759,Pequeña,0,0,85,0,54,70,0,1844,2576,82
28,1982,Almería,Beninar,261,150,Pequeña,0,0,0,0,6,1,0,74,29,1
29,1982,Almería,CANJAYAR,1616,525,Pequeña,0,0,48,0,12,1,0,545,480,5
30,1982,Almería,CANTORIA,2650,1029,Pequeña,0,0,106,0,24,1,0,908,560,22
31,1982,Almería,CARBONERAS,2371,940,Pequeña,0,0,70,0,40,12,0,428,866,15
32,1982,Almería,CASTRO FILABRES,199,124,Pequeña,0,0,0,0,0,0,0,10,32,33
33,1982,Almería,CHERCOS,271,59,Pequeña,0,0,2,0,3,0,0,97,110,0
34,1982,Almería,CHIRIVEL,1701,785,Pequeña,0,0,32,0,26,16,0,337,499,6
35,1982,Almería,COBDAR,323,140,Pequeña,0,0,5,0,3,4,0,75,95,1
36,1982,Almería,CUEVAS DEL ALMANZORA,5709,2345,Pequeña,0,0,267,0,177,21,0,1060,1761,78
37,1982,Almería,DALIAS,19827,10206,Pequeña,0,0,613,0,453,108,0,3527,4821,99
38,1982,Almería,DARRICAL,458,320,Pequeña,0,0,1,0,2,0,0,59,74,2
39,1982,Almería,ENIX,204,41,Pequeña,0,0,3,0,6,3,0,86,63,2
40,1982,Almería,FELIX,2842,1363,Pequeña,0,0,81,0,51,27,0,479,827,14
41,1982,Almería,FINES,958,337,Pequeña,0,0,74,0,16,6,0,122,398,5
42,1982,Almería,FIÑANA,1966,704,Pequeña,0,0,19,0,23,5,0,448,698,69
43,1982,Almería,FONDON,752,195,Pequeña,0,0,6,0,3,1,0,348,191,8
44,1982,Almería,GADOR,1728,384,Pequeña,0,0,110,0,10,3,0,500,620,101
45,1982,Almería,GALLARDOS (LOS),1061,317,Pequeña,0,0,36,0,4,5,0,304,392,3
46,1982,Almería,GARRUCHA,2120,645,Pequeña,0,0,28,0,27,5,0,847,564,4
47,1982,Almería,GERGAL,994,311,Pequeña,0,0,10,0,6,2,0,436,217,12
48,1982,Almería,HUECIJA,425,160,Pequeña,0,0,6,0,8,9,0,100,123,19
49,1982,Almería,HUERCAL DE ALMERIA,1490,461,Pequeña,0,0,117,0,25,10,0,227,640,10
50,1982,Almería,HUERCAL-OVERA,8584,3948,Pequeña,0,0,84,0,69,34,0,2319,1952,178
51,1982,Almería,ILLAR,448,65,Pequeña,0,0,14,0,2,0,0,146,220,1
52,1982,Almería,INSTINCION,547,107,Pequeña,0,0,48,0,1,0,0,176,214,1
53,1982,Almería,LAROYA,128,11,Pequeña,0,0,1,0,5,1,0,72,38,0
54,1982,Almería,LAUJAR DE ANDARAX,593,205,Pequeña,0,0,3,0,5,3,0,196,179,2
55,1982,Almería,LIJAR,424,131,Pequeña,0,0,52,0,5,0,0,129,105,2
56,1982,Almería,LUBRIN,1395,640,Pequeña,0,0,14,0,15,5,0,90,427,204
57,1982,Almería,LUCAINENA DE LAS TORRES,540,218,Pequeña,0,0,4,0,10,1,0,176,120,11
58,1982,Almería,LUCAR,569,177,Pequeña,0,0,5,0,2,2,0,293,85,5
59,1982,Almería,Las Tres Villa,608,188,Pequeña,0,0,7,0,4,0,0,249,156,4
60,1982,Almería,MACAEL,3131,1249,Pequeña,0,0,90,0,222,39,0,815,704,12
61,1982,Almería,MARIA,1417,612,Pequeña,0,0,12,0,82,28,0,332,347,4
62,1982,Almería,MOJACAR,1093,445,Pequeña,0,0,16,0,7,1,0,379,243,2
63,1982,Almería,NACIMIENTO,541,175,Pequeña,0,0,9,0,4,0,0,231,117,5
64,1982,Almería,NIJAR,8043,4159,Pequeña,0,0,111,0,129,40,0,1262,2301,41
65,1982,Almería,OHANES,731,269,Pequeña,0,0,5,0,0,1,0,123,328,5
66,1982,Almería,OLULA DE CASTRO,219,50,Pequeña,0,0,0,0,3,0,0,58,87,21
67,1982,Almería,OLULA DEL RIO,3125,1069,Pequeña,0,0,33,0,87,43,0,927,959,7
68,1982,Almería,ORIA,2167,1052,Pequeña,0,0,25,0,50,5,0,810,223,2
69,1982,Almería,PADULES,445,114,Pequeña,0,0,4,0,6,1,0,153,166,1
70,1982,Almería,PARTALOA,386,117,Pequeña,0,0,2,0,2,1,0,204,60,0
71,1982,Almería,PATERNA DEL RIO,368,98,Pequeña,0,0,1,0,0,2,0,250,17,0
72,1982,Almería,PECHINA,1444,569,Pequeña,0,0,49,0,13,1,0,270,534,8
73,1982,Almería,PULPI,2549,1281,Pequeña,0,0,94,0,71,49,0,363,689,2
74,1982,Almería,PURCHENA,696,207,Pequeña,0,0,9,0,3,2,0,306,167,2
75,1982,Almería,RAGOL,432,97,Pequeña,0,0,1,0,2,0,0,190,142,0
76,1982,Almería,RIOJA,863,184,Pequeña,0,0,197,0,5,0,0,126,340,11
77,1982,Almería,ROQUETAS DE MAR,11142,4724,Pequeña,0,0,531,0,479,100,0,2564,2670,74
78,1982,Almería,SANTA CRUZ,238,84,Pequeña,0,0,4,0,3,0,0,104,39,4
79,1982,Almería,SANTA FE DE MONDUJAR,405,84,Pequeña,0,0,22,0,1,0,0,88,208,2
80,1982,Almería,SENES,533,273,Pequeña,0,0,1,0,0,0,0,148,111,0
81,1982,Almería,SERON,1666,858,Pequeña,0,0,23,0,5,10,0,318,445,7
82,1982,Almería,SIERRO,479,260,Pequeña,0,0,10,0,12,5,0,120,69,3
83,1982,Almería,SOMONTIN,429,114,Pequeña,0,0,2,0,1,1,0,234,76,1
84,1982,Almería,SORBAS,2848,1582,Pequeña,0,0,24,0,27,3,0,760,434,18
85,1982,Almería,SUFLI,194,59,Pequeña,0,0,0,0,2,0,0,108,24,1
86,1982,Almería,TABERNAS,3085,1642,Pequeña,0,0,34,0,180,3,0,561,655,10
87,1982,Almería,TABERNO,661,232,Pequeña,0,0,8,0,16,6,0,319,78,2
88,1982,Almería,TAHAL,477,180,Pequeña,0,0,21,0,4,0,0,178,63,31
89,1982,Almería,TERQUE,362,69,Pequeña,0,0,3,0,2,1,0,138,149,0
90,1982,Almería,TIJOLA,2629,876,Pequeña,0,0,20,0,12,10,0,1123,538,50
91,1982,Almería,TURRE,1244,480,Pequeña,0,0,31,0,5,4,0,264,457,3
92,1982,Almería,TURRILLAS,239,68,Pequeña,0,0,10,0,1,2,0,107,51,0
93,1982,Almería,ULEILA DEL CAMPO,799,333,Pequeña,0,0,93,0,2,5,0,174,171,21
94,1982,Almería,URRACAL,309,72,Pequeña,0,0,3,0,1,2,0,199,31,1
95,1982,Almería,VELEFIQUE,358,152,Pequeña,0,0,2,0,1,1,0,94,100,8
96,1982,Almería,VELEZ-BLANCO,2290,1120,Pequeña,0,0,30,0,14,33,0,617,461,15
97,1982,Almería,VELEZ-RUBIO,4692,2103,Pequeña,0,0,59,0,38,126,0,1258,1066,42
98,1982,Almería,VERA,3460,1000,Pequeña,0,0,36,0,20,7,0,717,1677,3
99,1982,Almería,VIATOR,1546,386,Pequeña,0,0,86,0,23,7,0,274,670,100
100,1982,Almería,VICAR,4514,2091,Pequeña,0,0,66,0,231,19,0,1022,1075,10
101,1982,Almería,ZURGENA,1494,512,Pequeña,0,0,12,0,24,7,0,512,415,12
102,1982,Cádiz,ALCALA DE LOS GAZULES,4058,1846,Pequeña,0,0,40,0,30,0,0,654,1477,11
103,1982,Cádiz,ALCALA DEL VALLE,3318,889,Pequeña,0,0,815,0,12,0,0,302,1295,5
104,1982,Cádiz,ALGAR,1380,744,Pequeña,0,0,10,0,45,0,0,260,316,5
105,1982,Cádiz,ALGECIRAS,56172,22549,Pequeña,0,0,2059,0,2669,0,0,8471,20043,381
106,1982,Cádiz,ALGODONALES,1264,475,Pequeña,0,0,86,0,9,0,0,217,476,1
107,1982,Cádiz,ARCOS DE LA FRONTERA,15403,4967,Pequeña,0,0,936,0,402,0,0,1647,7416,35
108,1982,Cádiz,BARBATE DE FRANCO,13295,6378,Pequeña,0,0,375,0,222,0,0,1134,5140,46
109,1982,Cádiz,BARRIOS (LOS),7426,2307,Pequeña,0,0,248,0,272,0,0,602,3960,37
110,1982,Cádiz,BENAOCAZ,692,236,Pequeña,0,0,6,0,28,0,0,342,76,4
111,1982,Cádiz,BORNOS,4899,1455,Pequeña,0,0,104,0,34,0,0,671,2618,17
112,1982,Cádiz,BOSQUE (EL),1102,478,Pequeña,0,0,29,0,40,0,0,256,296,3
113,1982,Cádiz,CADIZ,106475,47836,Grande,0,0,1999,0,2617,0,0,21951,31519,553
114,1982,Cádiz,CASTELLAR DE LA FRONTERA,1310,297,Pequeña,0,0,14,0,26,0,0,96,871,6
115,1982,Cádiz,CHICLANA DE LA FRONTERA,21945,10906,Pequeña,0,0,880,0,520,0,0,2248,7355,36
116,1982,Cádiz,CHIPIONA,8611,3182,Pequeña,0,0,690,0,315,0,0,1905,2462,57
117,1982,Cádiz,CONIL DE LA FRONTERA,8354,3420,Pequeña,0,0,198,0,464,0,0,1259,2999,14
118,1982,Cádiz,ESPERA,2114,387,Pequeña,0,0,146,0,57,0,0,312,1197,15
119,1982,Cádiz,El Gastor,1461,541,Pequeña,0,0,48,0,24,0,0,406,440,2
120,1982,Cádiz,El Puerto de Santa Maria,36916,16799,Pequeña,0,0,2099,0,1577,0,0,6444,9664,333
121,1982,Cádiz,GRAZALEMA,1604,566,Pequeña,0,0,51,0,148,0,0,260,579,0
122,1982,Cádiz,JEREZ DE LA FRONTERA,112446,39441,Grande,0,0,3504,0,14483,0,0,16972,37641,405
123,1982,Cádiz,JIMENA DE LA FRONTERA,5868,1683,Pequeña,0,0,240,0,93,0,0,565,3280,7
124,1982,Cádiz,L Linea de la Concepcion,38200,15915,Pequeña,0,0,1148,0,2031,0,0,4241,14624,241
125,1982,Cádiz,MEDINA SIDONIA,9194,3084,Pequeña,0,0,190,0,121,0,0,1241,4534,24
126,1982,Cádiz,OLVERA,8406,2835,Pequeña,0,0,331,0,81,0,0,1769,3368,22
127,1982,Cádiz,PATERNA DE RIBERA,2665,852,Pequeña,0,0,95,0,255,0,0,201,1260,2
128,1982,Cádiz,PRADO DEL REY,3386,1113,Pequeña,0,0,40,0,73,0,0,798,1283,79
129,1982,Cádiz,PUERTO REAL,15355,6962,Pequeña,0,0,491,0,899,0,0,1417,5536,50
130,1982,Cádiz,PUERTO SERRANO,3085,809,Pequeña,0,0,250,0,19,0,0,376,1628,3
131,1982,Cádiz,ROTA,13203,5504,Pequeña,0,0,177,0,1035,0,0,2805,3632,50
132,1982,Cádiz,SAN FERNANDO,46661,20659,Pequeña,0,0,1266,0,3622,0,0,8060,12748,306
133,1982,Cádiz,SAN ROQUE,12452,4671,Pequeña,0,0,802,0,397,0,0,1707,4834,41
134,1982,Cádiz,SANLUCAR DE BARRAMEDA,32475,13314,Pequeña,0,0,4019,0,1718,0,0,5075,8162,187
135,1982,Cádiz,SETENIL,2442,1206,Pequeña,0,0,140,0,12,0,0,391,676,17
136,1982,Cádiz,TARIFA,9403,3374,Pequeña,0,0,423,0,264,0,0,1660,3473,209
137,1982,Cádiz,TORRE-ALHAQUIME,727,280,Pequeña,0,0,63,0,2,0,0,221,161,0
138,1982,Cádiz,TREBUJENA,4037,761,Pequeña,0,0,1877,0,3,0,0,397,991,8
139,1982,Cádiz,UBRIQUE,10780,1298,Pequeña,0,0,718,0,1008,0,0,2719,5017,20
140,1982,Cádiz,VEJER DE LA FRONTERA,8067,4557,Pequeña,0,0,143,0,69,0,0,1535,1743,20
141,1982,Cádiz,VILLALUENGA DEL ROSARIO,312,117,Pequeña,0,0,3,0,3,0,0,123,63,3
142,1982,Cádiz,VILLAMARTIN,7686,2520,Pequeña,0,0,267,0,108,0,0,1400,3380,11
143,1982,Cádiz,ZAHARA,1442,746,Pequeña,0,0,8,0,14,0,0,372,298,4
144,1982,Córdoba,ADAMUZ,3132,392,Pequeña,0,0,522,0,16,0,0,844,1334,24
145,1982,Córdoba,AGUILAR,8869,1904,Pequeña,0,0,1991,0,425,0,0,1535,2981,33
146,1982,Córdoba,ALCARACEJOS,1088,295,Pequeña,0,0,16,0,9,0,0,309,436,23
147,1982,Córdoba,ALMEDINILLA,1836,730,Pequeña,0,0,23,0,22,0,0,698,356,7
148,1982,Córdoba,ALMODOVAR DEL RIO,4138,1010,Pequeña,0,0,711,0,64,0,0,574,1748,31
149,1982,Córdoba,Anora,1487,417,Pequeña,0,0,96,0,8,0,0,531,424,11
150,1982,Córdoba,BAENA,11852,3468,Pequeña,0,0,569,0,389,0,0,2798,4584,44
151,1982,Córdoba,BELALCAZAR,3301,1045,Pequeña,0,0,217,0,88,0,0,712,1178,61
152,1982,Córdoba,BELMEZ,3499,1050,Pequeña,0,0,212,0,179,0,0,530,1509,19
153,1982,Córdoba,BENAMEJI,3219,906,Pequeña,0,0,57,0,321,0,0,870,1049,16
154,1982,Córdoba,BLAZQUEZ (LOS),644,188,Pequeña,0,0,38,0,18,0,0,131,243,26
155,1982,Córdoba,BUJALANCE,6250,1139,Pequeña,0,0,1437,0,162,0,0,1260,2155,97
156,1982,Córdoba,CABRA,13968,4181,Pequeña,0,0,624,0,781,0,0,3912,4379,91
157,1982,Córdoba,CARCABUEY,2304,604,Pequeña,0,0,152,0,60,0,0,821,658,9
158,1982,Córdoba,CARDEÑA,1613,441,Pequeña,0,0,97,0,21,0,0,439,604,11
159,1982,Córdoba,CARLOTA (LA),5557,1243,Pequeña,0,0,284,0,80,0,0,1225,2716,9
160,1982,Córdoba,CARPIO (EL),3440,697,Pequeña,0,0,368,0,79,0,0,681,1586,29
161,1982,Córdoba,CASTRO DEL RIO,5567,989,Pequeña,0,0,894,0,143,0,0,1245,2263,33
162,1982,Córdoba,CAÑETE DE LAS TORRES,2546,521,Pequeña,0,0,115,0,167,0,0,604,1129,10
163,1982,Córdoba,CONQUISTA,515,177,Pequeña,0,0,12,0,5,0,0,133,183,5
164,1982,Córdoba,CORDOBA,193066,54933,Grande,0,0,17848,0,7366,0,0,42659,68801,1459
165,1982,Córdoba,DOS TORRES,1900,528,Pequeña,0,0,52,0,28,0,0,565,611,116
166,1982,Córdoba,DOÑA MENCIA,3629,934,Pequeña,0,0,1022,0,69,0,0,660,931,13
167,1982,Córdoba,ENCINAS REALES,1572,410,Pequeña,0,0,178,0,72,0,0,371,537,4
168,1982,Córdoba,ESPEJO,3391,362,Pequeña,0,0,1309,0,15,0,0,563,1138,4
169,1982,Córdoba,ESPIEL,2093,652,Pequeña,0,0,53,0,137,0,0,398,839,14
170,1982,Córdoba,El Guijo,464,150,Pequeña,0,0,15,0,2,0,0,130,166,1
171,1982,Córdoba,El Viso,2142,639,Pequeña,0,0,180,0,19,0,0,686,597,21
172,1982,Córdoba,FERNAN NUÑEZ,6285,1094,Pequeña,0,0,2124,0,104,0,0,1001,1890,72
173,1982,Córdoba,FUENTE LA LANCHA,364,72,Pequeña,0,0,7,0,5,0,0,201,78,1
174,1982,Córdoba,FUENTE OBEJUNA,5113,1326,Pequeña,0,0,158,0,229,0,0,997,2368,35
175,1982,Córdoba,FUENTE PALMERA,5094,953,Pequeña,0,0,454,0,128,0,0,1119,2424,16
176,1982,Córdoba,FUENTE TOJAR,856,304,Pequeña,0,0,30,0,24,0,0,280,216,2
177,1982,Córdoba,GRANJUELA (LA),485,183,Pequeña,0,0,5,0,1,0,0,102,175,19
178,1982,Córdoba,GUADALCAZAR,958,255,Pequeña,0,0,14,0,5,0,0,216,467,1
179,1982,Córdoba,HINOJOSA DEL DUQUE,6310,1759,Pequeña,0,0,244,0,275,0,0,1788,2172,72
180,1982,Córdoba,HORNACHUELOS,3422,838,Pequeña,0,0,291,0,55,0,0,583,1631,24
181,1982,Córdoba,IZNAJAR,5113,2507,Pequeña,0,0,131,0,540,0,0,1113,775,47
182,1982,Córdoba,LUCENA,19879,6794,Pequeña,0,0,807,0,879,0,0,4681,6452,266
183,1982,Córdoba,LUQUE,2706,840,Pequeña,0,0,43,0,128,0,0,743,937,15
184,1982,Córdoba,La Rambla,4534,746,Pequeña,0,0,723,0,68,0,0,763,2158,76
185,1982,Córdoba,La Victoria,1243,192,Pequeña,0,0,63,0,22,0,0,390,574,2
186,1982,Córdoba,MONTALBAN,2935,400,Pequeña,0,0,1428,0,24,0,0,563,490,30
187,1982,Córdoba,MONTEMAYOR,2427,305,Pequeña,0,0,1117,0,26,0,0,298,675,6
188,1982,Córdoba,MONTILLA,15422,2511,Pequeña,0,0,2563,0,604,0,0,3236,6417,91
189,1982,Córdoba,MONTORO,7196,1819,Pequeña,0,0,752,0,321,0,0,1055,3133,116
190,1982,Córdoba,MONTURQUE,1395,401,Pequeña,0,0,44,0,248,0,0,391,286,25
191,1982,Córdoba,MORILES,2485,633,Pequeña,0,0,173,0,313,0,0,335,1020,11
192,1982,Córdoba,NUEVA-CARTEYA,3647,692,Pequeña,0,0,643,0,54,0,0,561,1694,3
193,1982,Córdoba,OBEJO,1078,322,Pequeña,0,0,33,0,23,0,0,215,478,7
194,1982,Córdoba,PALENCIANA,1333,489,Pequeña,0,0,30,0,304,0,0,322,183,5
195,1982,Córdoba,PALMA DEL RIO,11835,2899,Pequeña,0,0,1114,0,248,0,0,2910,4545,119
196,1982,Córdoba,PEDRO ABAD,2209,359,Pequeña,0,0,500,0,30,0,0,571,733,16
197,1982,Córdoba,PEDROCHE,1652,652,Pequeña,0,0,7,0,15,0,0,427,480,71
198,1982,Córdoba,PEÑARROYA-PUEBLONUEVO,10788,3678,Pequeña,0,0,551,0,451,0,0,1346,4449,313
199,1982,Córdoba,POSADAS,4470,994,Pequeña,0,0,508,0,104,0,0,806,2047,11
200,1982,Córdoba,POZOBLANCO,10196,1262,Pequeña,0,0,1296,0,182,0,0,2490,4794,172
201,1982,Córdoba,PRIEGO DE CORDOBA,13513,3585,Pequeña,0,0,276,0,422,0,0,3993,5171,66
202,1982,Córdoba,PUENTE-GENIL,18220,5083,Pequeña,0,0,1126,0,781,0,0,4137,6932,161
203,1982,Córdoba,RUTE,7261,1939,Pequeña,0,0,194,0,476,0,0,1769,2848,35
204,1982,Córdoba,S SBT.DE LOS BALLESTEROS,584,161,Pequeña,0,0,13,0,13,0,0,241,155,1
205,1982,Córdoba,SANTA EUFEMIA,1038,240,Pequeña,0,0,259,0,3,0,0,293,229,14
206,1982,Córdoba,SANTAELLA,3549,831,Pequeña,0,0,195,0,60,0,0,561,1854,48
207,1982,Córdoba,TORRECAMPO,1366,448,Pequeña,0,0,4,0,36,0,0,435,415,28
208,1982,Córdoba,VALENZUELA,1309,245,Pequeña,0,0,52,0,7,0,0,585,413,7
209,1982,Córdoba,VALSEQUILLO,566,245,Pequeña,0,0,17,0,8,0,0,118,168,10
210,1982,Córdoba,VILLA DEL RIO,4735,935,Pequeña,0,0,1593,0,85,0,0,780,1330,12
211,1982,Córdoba,VILLAFRANCA DE CORDOBA,2494,433,Pequeña,0,0,563,0,28,0,0,623,820,27
212,1982,Córdoba,VILLAHARTA,541,140,Pequeña,0,0,14,0,8,0,0,94,269,16
213,1982,Córdoba,VILLANUEVA DE CORDOBA,8065,1643,Pequeña,0,0,549,0,86,0,0,2184,3500,103
214,1982,Córdoba,VILLANUEVA DEL DUQUE,1711,505,Pequeña,0,0,26,0,34,0,0,643,374,129
215,1982,Córdoba,VILLANUEVA DEL REY,2321,747,Pequeña,0,0,136,0,39,0,0,372,1020,7
216,1982,Córdoba,VILLARALTO,582,114,Pequeña,0,0,45,0,8,0,0,79,336,0
217,1982,Córdoba,VILLAVICIOSA DE CORDOBA,3181,930,Pequeña,0,0,151,0,41,0,0,587,1458,14
218,1982,Córdoba,ZUHEROS,1435,404,Pequeña,0,0,114,0,70,0,0,279,562,6
219,1982,Granada,AGRON,365,100,Pequeña,0,0,35,0,5,0,0,78,146,1
220,1982,Granada,ALAMEDILLA,868,361,Pequeña,0,0,9,0,11,4,0,151,315,17
221,1982,Granada,ALBOLOTE,4685,1026,Pequeña,0,0,937,0,87,38,0,588,1981,28
222,1982,Granada,ALBONDON,1249,632,Pequeña,0,0,24,0,8,2,0,407,150,26
223,1982,Granada,ALBUÑAN,433,229,Pequeña,0,0,1,0,8,1,0,112,79,3
224,1982,Granada,ALBUÑOL,3772,1700,Pequeña,0,0,57,0,23,7,0,1035,925,25
225,1982,Granada,ALBUÑUELAS,1125,644,Pequeña,0,0,15,0,18,2,0,295,143,8
226,1982,Granada,ALDEIRE,752,300,Pequeña,0,0,58,0,35,1,0,129,226,3
227,1982,Granada,ALFACAR,1983,507,Pequeña,0,0,89,0,44,13,0,479,834,17
228,1982,Granada,ALGARINEJO,4468,2469,Pequeña,0,0,231,0,31,15,0,907,798,17
229,1982,Granada,ALHAMA DE GRANADA,4408,1438,Pequeña,0,0,380,0,140,3,0,1000,1379,68
230,1982,Granada,ALHENDIN,2135,634,Pequeña,0,0,43,0,68,14,0,418,896,62
231,1982,Granada,ALICUN DE ORTEGA,467,111,Pequeña,0,0,124,0,1,0,0,100,94,37
232,1982,Granada,ALMEGIJAR,484,207,Pequeña,0,0,9,0,3,0,0,137,120,8
233,1982,Granada,ALMUÑECAR,10365,3988,Pequeña,0,0,416,0,157,21,0,2257,3446,80
234,1982,Granada,ALPUJARRA DE LA SIERRA,1175,459,Pequeña,0,0,51,0,11,0,0,190,458,6
235,1982,Granada,ALQUIFE,1052,280,Pequeña,0,0,18,0,74,0,0,318,360,2
236,1982,Granada,ARENAS DEL REY,1595,612,Pequeña,0,0,13,0,9,1,0,341,603,16
237,1982,Granada,ARMILLA,6796,2475,Pequeña,0,0,237,0,208,34,0,906,2826,110
238,1982,Granada,ATARFE,6129,1358,Pequeña,0,0,1473,0,126,53,0,644,2417,58
239,1982,Granada,BAZA,14468,7534,Pequeña,0,0,165,0,178,23,0,2395,4080,93
240,1982,Granada,BEAS DE GRANADA,562,225,Pequeña,0,0,9,0,16,5,0,99,203,5
241,1982,Granada,BEAS DE GUADIX,345,135,Pequeña,0,0,6,0,5,0,0,50,144,5
242,1982,Granada,BENALUA DE GUADIX,2127,464,Pequeña,0,0,601,0,38,44,0,270,695,15
243,1982,Granada,BENALUA DE LAS VILLAS,951,243,Pequeña,0,0,41,0,11,0,0,273,360,23
244,1982,Granada,BENAMAUREL,2192,1176,Pequeña,0,0,25,0,38,5,0,346,577,25
245,1982,Granada,BERCHULES,1239,873,Pequeña,0,0,9,0,22,1,0,165,164,5
246,1982,Granada,BUBION,279,123,Pequeña,0,0,3,0,1,1,0,104,47,0
247,1982,Granada,BUSQUISTAR,436,291,Pequeña,0,0,4,0,3,2,0,58,73,5
248,1982,Granada,CACIN,691,204,Pequeña,0,0,122,0,9,1,0,128,206,21
249,1982,Granada,CADIAR,1685,760,Pequeña,0,0,20,0,13,1,0,313,396,182
250,1982,Granada,CAJAR,992,227,Pequeña,0,0,46,0,31,5,0,291,381,11
251,1982,Granada,CALICASAS,350,57,Pequeña,0,0,45,0,5,1,0,149,92,1
252,1982,Granada,CAMPOTEJAR,976,209,Pequeña,0,0,245,0,9,1,0,186,316,10
253,1982,Granada,CANILES,5980,3358,Pequeña,0,0,29,0,42,3,0,1436,1088,24
254,1982,Granada,CAPILEIRA,522,252,Pequeña,0,0,7,0,6,0,0,163,92,2
255,1982,Granada,CARATAUNAS,137,62,Pequeña,0,0,1,0,5,0,0,41,28,0
256,1982,Granada,CASTARAS,340,238,Pequeña,0,0,7,0,1,1,0,41,46,6
257,1982,Granada,CASTILLEJAR,1855,836,Pequeña,0,0,18,0,17,35,0,320,619,10
258,1982,Granada,CASTRIL,2596,1781,Pequeña,0,0,43,0,26,8,0,282,428,28
259,1982,Granada,CAÑAR,487,344,Pequeña,0,0,2,0,3,0,0,78,58,2
260,1982,Granada,CENES DE LA VEGA,749,212,Pequeña,0,0,48,0,38,6,0,147,292,6
261,1982,Granada,CHAUCHINA,2556,635,Pequeña,0,0,471,0,9,20,0,137,1078,206
262,1982,Granada,CHIMENEAS,1276,373,Pequeña,0,0,107,0,2,1,0,197,419,177
263,1982,Granada,CHURRIANA DE LA VEGA,2598,618,Pequeña,0,0,94,0,50,6,0,675,1146,9
264,1982,Granada,CIJUELA,759,142,Pequeña,0,0,149,0,6,0,0,99,302,61
265,1982,Granada,COGOLLOS DE GUADIX,672,323,Pequeña,0,0,14,0,20,4,0,129,177,5
266,1982,Granada,COGOLLOS VEGA,1351,352,Pequeña,0,0,102,0,54,14,0,413,405,11
267,1982,Granada,COLOMERA,1489,347,Pequeña,0,0,57,0,2,2,0,271,695,115
268,1982,Granada,CORTES DE BAZA,2390,1041,Pequeña,0,0,52,0,46,3,0,302,894,52
269,1982,Granada,CORTES Y GRAENA,705,253,Pequeña,0,0,3,0,11,1,0,167,241,29
270,1982,Granada,CULLAR,4543,1590,Pequeña,0,0,518,0,51,3,0,1184,1178,19
271,1982,Granada,CULLAR VEGA,972,301,Pequeña,0,0,16,0,71,0,0,300,276,8
272,1982,Granada,Calahorra (La),797,259,Pequeña,0,0,34,0,9,4,0,173,306,12
273,1982,Granada,DARRO,1160,542,Pequeña,0,0,24,0,2,1,0,267,289,35
