,Convocatoria,Provincia,Municipio,Censo,Abstención,tam,AA,Ciudadanos,IU-SUMAR,Otro,PA,PARTIDOS LOCALES,PODEMOS,PP,PSOE,VOX
2406,1994,Cádiz,CHICLANA DE LA FRONTERA,3512,16885,Pequeña,0,0,3877,610,1549,0,0,1412,7082,0
2407,1994,Cádiz,CHIPIONA,10643,3507,Pequeña,0,0,1478,270,9560,0,0,2724,2592,0
2408,1994,Cádiz,CONIL DE LA FRONTERA,11481,5082,Pequeña,0,0,1806,180,3820,0,0,1714,3074,0
2409,1994,Cádiz,ESPERA,2960,1113,Pequeña,0,0,381,2,106,0,0,367,985,0
2410,1994,Cádiz,El Gastor,1560,494,Pequeña,0,0,66,3,68,0,0,364,561,0
2411,1994,Cádiz,El Puerto de Santa Maria,48854,22538,Pequeña,0,0,7447,650,2388,0,0,12736,593,0
2412,1994,Cádiz,GRAZALEMA,1746,440,Pequeña,0,0,192,3,194,0,0,317,595,0
2413,1994,Cádiz,JEREZ DE LA FRONTERA,140535,57178,Grande,0,0,16337,1800,19297,0,0,27253,25589,0
2414,1994,Cádiz,JIMENA DE LA FRONTERA,6691,1883,Pequeña,0,0,5790,50,2650,0,0,8750,3081,0
2415,1994,Cádiz,L Linea de la Concepcion,44492,18081,Pequeña,0,0,5945,730,1983,0,0,9995,10357,0
2416,1994,Cádiz,MEDINA SIDONIA,7746,1894,Pequeña,0,0,5120,60,1880,0,0,8920,4251,0
2417,1994,Cádiz,OLVERA,6908,2013,Pequeña,0,0,6340,70,1940,0,0,1667,2452,0
2418,1994,Cádiz,PATERNA DE RIBERA,3495,1013,Pequeña,0,0,2770,50,1440,0,0,3320,1721,0
2419,1994,Cádiz,PRADO DEL REY,4140,1202,Pequeña,0,0,2270,60,2700,0,0,9980,1418,0
2420,1994,Cádiz,PUERTO REAL,22053,9684,Pequeña,0,0,3984,490,1099,0,0,3743,4221,0
2421,1994,Cádiz,PUERTO SERRANO,4465,1852,Pequeña,0,0,7580,20,590,0,0,4230,1369,0
2422,1994,Cádiz,ROTA,169,7183,Pequeña,0,0,1723,320,1189,0,0,807,2889,0
2423,1994,Cádiz,SAN FERNANDO,62631,857,Pequeña,0,0,7228,1300,5728,0,0,14942,8778,0
2424,1994,Cádiz,SAN ROQUE,16062,5367,Pequeña,0,0,2891,250,6590,0,0,3284,4659,0
2425,1994,Cádiz,SANLUCAR DE BARRAMEDA,40713,20699,Pequeña,0,0,2618,520,1757,0,0,6438,6872,0
2426,1994,Cádiz,SETENIL,2439,828,Pequeña,0,0,1980,0,520,0,0,3160,1041,0
2427,1994,Cádiz,TARIFA,1098,3551,Pequeña,0,0,10210,250,8900,0,0,2679,3034,0
2428,1994,Cádiz,TORRE-ALHAQUIME,769,322,Pequeña,0,0,68,0,29,0,0,128,221,0
2429,1994,Cádiz,TREBUJENA,5158,1376,Pequeña,0,0,2155,20,480,0,0,5400,1115,0
2430,1994,Cádiz,UBRIQUE,13487,3082,Pequeña,0,0,1924,300,1742,0,0,3265,4222,0
2431,1994,Cádiz,VEJER DE LA FRONTERA,9542,4745,Pequeña,0,0,6600,90,3910,0,0,1777,2363,0
2432,1994,Cádiz,VILLALUENGA DEL ROSARIO,344,114,Pequeña,0,0,17,0,16,0,0,55,141,0
2433,1994,Cádiz,VILLAMARTIN,8807,2881,Pequeña,0,0,9770,120,7530,0,0,1925,2408,0
2434,1994,Cádiz,ZAHARA,1195,326,Pequeña,0,0,64,2,7,0,0,280,514,0
2435,1994,Córdoba,ADAMUZ,3362,465,Pequeña,0,0,9330,10,1060,0,0,6080,1245,20
2436,1994,Córdoba,AGUILAR,9908,2290,Pequeña,0,0,2761,50,3410,0,0,1497,3907,50
2437,1994,Córdoba,ALCARACEJOS,1165,198,Pequeña,0,0,41,0,103,0,0,344,479,0
2438,1994,Córdoba,ALMEDINILLA,2116,540,Pequeña,0,0,71,0,66,0,0,616,821,0
2439,1994,Córdoba,ALMODOVAR DEL RIO,5127,1664,Pequeña,0,0,1227,40,650,0,0,6640,1606,30
2440,1994,Córdoba,Anora,1309,204,Pequeña,0,0,164,0,32,0,0,493,416,0
2441,1994,Córdoba,BAENA,14253,4030,Pequeña,0,0,2708,60,2370,0,0,2575,4998,60
2442,1994,Córdoba,BELALCAZAR,3273,1030,Pequeña,0,0,4000,10,590,0,0,5960,1187,0
2443,1994,Córdoba,BELMEZ,3563,1076,Pequeña,0,0,3550,40,3970,0,0,6320,1087,50
2444,1994,Córdoba,BENAMEJI,3517,796,Pequeña,0,0,1630,10,1860,0,0,6720,1686,40
2445,1994,Córdoba,BLAZQUEZ (LOS),615,117,Pequeña,0,0,60,0,5,0,0,214,219,0
2446,1994,Córdoba,BUJALANCE,6357,1226,Pequeña,0,0,1409,40,1780,0,0,209,2557,60
2447,1994,Córdoba,CABRA,1558,3781,Pequeña,0,0,1559,160,3825,0,0,2667,422,330
2448,1994,Córdoba,CARCABUEY,2278,448,Pequeña,0,0,270,0,111,0,0,460,987,0
2449,1994,Córdoba,CARDEÑA,1683,335,Pequeña,0,0,180,0,36,0,0,364,768,0
2450,1994,Córdoba,CARLOTA (LA),7282,2141,Pequeña,0,0,5890,80,1430,0,0,1108,3336,10
2451,1994,Córdoba,CARPIO (EL),3617,756,Pequeña,0,0,6980,10,2580,0,0,8040,1095,0
2452,1994,Córdoba,CASTRO DEL RIO,6164,1229,Pequeña,0,0,1148,70,2720,0,0,1184,2511,20
2453,1994,Córdoba,CAÑETE DE LAS TORRES,2665,424,Pequeña,0,0,3280,0,2470,0,0,5460,1107,30
2454,1994,Córdoba,CONQUISTA,472,177,Pequeña,0,0,24,0,6,0,0,78,187,0
2455,1994,Córdoba,CORDOBA,234739,76779,Grande,0,0,58177,2200,5706,0,0,68807,35386,1460
2456,1994,Córdoba,DOS TORRES,1985,317,Pequeña,0,0,80,1,86,0,0,751,737,2
2457,1994,Córdoba,DOÑA MENCIA,3866,849,Pequeña,0,0,1154,0,1210,0,0,4590,1316,0
2458,1994,Córdoba,ENCINAS REALES,1857,332,Pequeña,0,0,361,0,50,0,0,302,805,2
2459,1994,Córdoba,ESPEJO,3371,390,Pequeña,0,0,1351,10,430,0,0,5550,1072,20
2460,1994,Córdoba,ESPIEL,1947,479,Pequeña,0,0,207,1,53,0,0,395,806,1
2461,1994,Córdoba,El Guijo,375,88,Pequeña,0,0,10,0,0,0,0,129,148,0
2462,1994,Córdoba,El Viso,2691,590,Pequeña,0,0,3080,0,620,0,0,6890,1041,0
2463,1994,Córdoba,FERNAN NUÑEZ,7193,1761,Pequeña,0,0,2592,70,2170,0,0,2053,1723,20
2464,1994,Córdoba,FUENTE LA LANCHA,376,73,Pequeña,0,0,17,0,2,0,0,94,190,0
2465,1994,Córdoba,FUENTE OBEJUNA,5028,1235,Pequeña,0,0,2930,100,3920,0,0,8360,2236,30
2466,1994,Córdoba,FUENTE PALMERA,6863,1539,Pequeña,0,0,1291,30,1210,0,0,1208,3019,10
2467,1994,Córdoba,FUENTE TOJAR,712,144,Pequeña,0,0,43,0,7,0,0,147,368,1
2468,1994,Córdoba,GRANJUELA (LA),424,89,Pequeña,0,0,17,0,11,0,0,134,172,0
2469,1994,Córdoba,GUADALCAZAR,847,157,Pequeña,0,0,118,0,28,0,0,157,383,0
2470,1994,Córdoba,HINOJOSA DEL DUQUE,6493,1610,Pequeña,0,0,3470,20,1260,0,0,2267,2195,10
2471,1994,Córdoba,HORNACHUELOS,3680,804,Pequeña,0,0,8670,20,1100,0,0,5860,1307,0
2472,1994,Córdoba,IZNAJAR,4406,1222,Pequeña,0,0,2050,90,2250,0,0,7810,1953,30
2473,1994,Córdoba,LUCENA,24498,7583,Pequeña,0,0,2999,320,1247,0,0,5407,8062,250
2474,1994,Córdoba,LUQUE,2662,612,Pequeña,0,0,3280,0,300,0,0,6530,1031,20
2475,1994,Córdoba,La Rambla,5192,1001,Pequeña,0,0,1529,40,1980,0,0,9560,1631,40
2476,1994,Córdoba,La Victoria,1358,212,Pequeña,0,0,158,0,20,0,0,345,622,1
2477,1994,Córdoba,MONTALBAN,3525,778,Pequeña,0,0,1598,20,590,0,0,5830,5180,10
2478,1994,Córdoba,MONTEMAYOR,2858,603,Pequeña,0,0,1337,0,640,0,0,3410,5670,0
2479,1994,Córdoba,MONTILLA,1775,3732,Pequeña,0,0,5142,290,7660,0,0,3601,5044,180
2480,1994,Córdoba,MONTORO,7387,1747,Pequeña,0,0,8300,20,4480,0,0,1211,3185,30
2481,1994,Córdoba,MONTURQUE,1468,299,Pequeña,0,0,83,4,85,0,0,191,796,1
2482,1994,Córdoba,MORILES,2878,562,Pequeña,0,0,1520,20,2230,0,0,3010,1633,10
2483,1994,Córdoba,NUEVA-CARTEYA,4211,700,Pequeña,0,0,1422,0,1440,0,0,4720,1609,20
2484,1994,Córdoba,OBEJO,1153,314,Pequeña,0,0,75,0,32,0,0,199,524,6
2485,1994,Córdoba,PALENCIANA,1248,344,Pequeña,0,0,99,1,169,0,0,179,453,3
2486,1994,Córdoba,PALMA DEL RIO,1407,3458,Pequeña,0,0,3165,140,6470,0,0,3398,3968,90
2487,1994,Córdoba,PEDRO ABAD,2305,404,Pequeña,0,0,753,2,64,0,0,551,528,0
2488,1994,Córdoba,PEDROCHE,1518,423,Pequeña,0,0,110,1,17,0,0,468,491,0
2489,1994,Córdoba,PEÑARROYA-PUEBLONUEVO,10692,3599,Pequeña,0,0,1793,80,4450,0,0,2524,2762,30
2490,1994,Córdoba,POSADAS,5282,1371,Pequeña,0,0,1388,40,1290,0,0,9580,169,60
2491,1994,Córdoba,POZOBLANCO,11742,2289,Pequeña,0,0,1408,50,2850,0,0,4032,4486,40
2492,1994,Córdoba,PRIEGO DE CORDOBA,16904,4474,Pequeña,0,0,1617,70,1056,0,0,3618,6572,100
2493,1994,Córdoba,PUENTE-GENIL,21079,5957,Pequeña,0,0,3193,190,7550,0,0,4234,7708,80
2494,1994,Córdoba,RUTE,7800,1835,Pequeña,0,0,1233,40,2640,0,0,1524,3125,40
2495,1994,Córdoba,S SBT.DE LOS BALLESTEROS,668,144,Pequeña,0,0,81,0,16,0,0,209,217,1
2496,1994,Córdoba,SANTA EUFEMIA,1021,222,Pequeña,0,0,79,0,16,0,0,286,418,0
2497,1994,Córdoba,SANTAELLA,4145,966,Pequeña,0,0,6270,40,1120,0,0,7320,1691,10
2498,1994,Córdoba,TORRECAMPO,1257,340,Pequeña,0,0,65,0,19,0,0,436,397,0
2499,1994,Córdoba,VALENZUELA,1290,280,Pequeña,0,0,102,0,94,0,0,350,459,0
2500,1994,Córdoba,VALSEQUILLO,432,101,Pequeña,0,0,39,0,12,0,0,114,165,1
2501,1994,Córdoba,VILLA DEL RIO,5196,1103,Pequeña,0,0,1922,50,1430,0,0,9130,1371,40
2502,1994,Córdoba,VILLAFRANCA DE CORDOBA,2790,610,Pequeña,0,0,603,1,127,0,0,491,952,3
2503,1994,Córdoba,VILLAHARTA,527,103,Pequeña,0,0,44,0,2,0,0,145,231,0
2504,1994,Córdoba,VILLANUEVA DE CORDOBA,8169,2034,Pequeña,0,0,9510,50,2660,0,0,2166,2889,70
2505,1994,Córdoba,VILLANUEVA DEL DUQUE,1624,389,Pequeña,0,0,32,1,136,0,0,554,506,3
2506,1994,Córdoba,VILLANUEVA DEL REY,1083,308,Pequeña,0,0,84,0,49,0,0,190,450,1
2507,1994,Córdoba,VILLARALTO,1438,308,Pequeña,0,0,363,0,24,0,0,174,568,1
2508,1994,Córdoba,VILLAVICIOSA DE CORDOBA,3212,664,Pequeña,0,0,3370,10,1270,0,0,7010,1379,10
2509,1994,Córdoba,ZUHEROS,787,153,Pequeña,0,0,67,2,28,0,0,149,384,0
2510,1994,Granada,AGRON,357,107,Pequeña,0,0,27,1,11,0,0,68,143,0
2511,1994,Granada,ALAMEDILLA,747,249,Pequeña,0,0,21,2,3,0,0,167,304,0
2512,1994,Granada,ALBOLOTE,7769,2307,Pequeña,0,0,1714,60,1710,0,0,1817,2041,130
2513,1994,Granada,ALBONDON,1026,318,Pequeña,0,0,14,0,12,0,0,417,265,0
2514,1994,Granada,ALBUÑAN,422,140,Pequeña,0,0,20,0,3,0,0,61,198,0
2515,1994,Granada,ALBUÑOL,4002,1103,Pequeña,0,0,3240,20,280,0,0,1194,137,30
2516,1994,Granada,ALBUÑUELAS,1086,322,Pequeña,0,0,59,2,35,0,0,170,493,1
2517,1994,Granada,ALDEIRE,662,168,Pequeña,0,0,93,1,7,0,0,66,327,0
2518,1994,Granada,ALFACAR,2853,785,Pequeña,0,0,368,4,119,0,0,776,800,1
2519,1994,Granada,ALGARINEJO,3570,1386,Pequeña,0,0,1040,10,220,0,0,7020,1348,30
2520,1994,Granada,ALHAMA DE GRANADA,4704,1310,Pequeña,0,0,4220,20,3030,0,0,1165,1559,50
2521,1994,Granada,ALHENDIN,2860,801,Pequeña,0,0,262,0,74,0,0,886,832,3
2522,1994,Granada,ALICUN DE ORTEGA,555,160,Pequeña,0,0,72,0,44,0,0,121,158,0
2523,1994,Granada,ALMEGIJAR,380,107,Pequeña,0,0,18,0,2,0,0,123,130,0
2524,1994,Granada,ALMUÑECAR,14761,4289,Pequeña,0,0,1365,150,266,0,0,3997,2694,110
2525,1994,Granada,ALPUJARRA DE LA SIERRA,1057,335,Pequeña,0,0,82,0,7,0,0,134,499,0
2526,1994,Granada,ALQUIFE,882,190,Pequeña,0,0,81,1,177,0,0,165,268,0
2527,1994,Granada,ARENAS DEL REY,1698,573,Pequeña,0,0,83,2,10,0,0,358,671,1
2528,1994,Granada,ARMILLA,8490,3058,Pequeña,0,0,1209,70,2310,0,0,2264,1919,90
2529,1994,Granada,ATARFE,7437,2217,Pequeña,0,0,2138,30,1990,0,0,1279,2263,60
2530,1994,Granada,BAZA,15903,6433,Pequeña,0,0,1326,90,4750,0,0,3709,4315,70
2531,1994,Granada,BEAS DE GRANADA,731,186,Pequeña,0,0,75,0,97,0,0,188,184,1
2532,1994,Granada,BEAS DE GUADIX,323,112,Pequeña,0,0,9,2,6,0,0,76,118,0
2533,1994,Granada,BENALUA DE GUADIX,2507,679,Pequeña,0,0,617,3,44,0,0,339,821,2
2534,1994,Granada,BENALUA DE LAS VILLAS,1145,207,Pequeña,0,0,34,0,11,0,0,406,487,0
2535,1994,Granada,BENAMAUREL,2036,701,Pequeña,0,0,88,1,38,0,0,341,860,2
2536,1994,Granada,BERCHULES,663,211,Pequeña,0,0,27,0,8,0,0,124,292,1
2537,1994,Granada,BUBION,251,79,Pequeña,0,0,17,0,5,0,0,93,57,0
2538,1994,Granada,BUSQUISTAR,313,127,Pequeña,0,0,13,0,3,0,0,35,135,0
2539,1994,Granada,CACIN,740,197,Pequeña,0,0,160,0,7,0,0,162,211,2
2540,1994,Granada,CADIAR,1585,456,Pequeña,0,0,68,1,24,0,0,548,483,4
2541,1994,Granada,CAJAR,1769,473,Pequeña,0,0,260,0,37,0,0,641,354,1
2542,1994,Granada,CALICASAS,452,73,Pequeña,0,0,27,0,21,0,0,197,131,1
2543,1994,Granada,CAMPOTEJAR,1141,230,Pequeña,0,0,191,0,20,0,0,243,457,0
2544,1994,Granada,CANILES,4042,1411,Pequeña,0,0,1140,20,740,0,0,6690,1763,50
2545,1994,Granada,CAPILEIRA,431,135,Pequeña,0,0,33,0,0,0,0,127,136,0
2546,1994,Granada,CARATAUNAS,150,55,Pequeña,0,0,9,0,2,0,0,37,46,1
2547,1994,Granada,CASTARAS,288,134,Pequeña,0,0,6,2,2,0,0,52,91,0
2548,1994,Granada,CASTILLEJAR,1828,682,Pequeña,0,0,54,0,11,0,0,333,746,1
2549,1994,Granada,CASTRIL,2492,1066,Pequeña,0,0,79,0,23,0,0,333,990,1
2550,1994,Granada,CAÑAR,270,126,Pequeña,0,0,14,0,3,0,0,67,60,0
2551,1994,Granada,CENES DE LA VEGA,2117,663,Pequeña,0,0,333,3,65,0,0,501,550,0
2552,1994,Granada,CHAUCHINA,3012,739,Pequeña,0,0,5740,10,340,0,0,5900,1072,10
2553,1994,Granada,CHIMENEAS,1273,274,Pequeña,0,0,183,0,16,0,0,400,400,0
2554,1994,Granada,CHURRIANA DE LA VEGA,4286,1173,Pequeña,0,0,4990,10,1320,0,0,204,1226,20
2555,1994,Granada,CIJUELA,1106,274,Pequeña,0,0,165,1,19,0,0,231,416,0
2556,1994,Granada,COGOLLOS DE GUADIX,641,174,Pequeña,0,0,51,0,4,0,0,122,289,1
2557,1994,Granada,COGOLLOS VEGA,1552,404,Pequeña,0,0,197,0,76,0,0,439,425,1
2558,1994,Granada,COLOMERA,1446,396,Pequeña,0,0,89,0,9,0,0,341,611,0
2559,1994,Granada,CORTES DE BAZA,2396,953,Pequeña,0,0,84,2,36,0,0,364,949,2
2560,1994,Granada,CORTES Y GRAENA,811,224,Pequeña,0,0,26,0,8,0,0,266,282,5
2561,1994,Granada,CUEVAS DEL CAMPO,1909,755,Pequeña,0,0,81,0,37,0,0,234,794,3
2562,1994,Granada,CULLAR,4320,1039,Pequeña,0,0,4590,20,560,0,0,1152,164,40
2563,1994,Granada,CULLAR VEGA,1485,393,Pequeña,0,0,162,1,149,0,0,439,330,1
2564,1994,Granada,Calahorra (La),817,298,Pequeña,0,0,61,0,18,0,0,106,331,1
2565,1994,Granada,DARRO,1201,398,Pequeña,0,0,28,0,29,0,0,273,472,0
2566,1994,Granada,DEHESAS DE GUADIX,477,155,Pequeña,0,0,20,0,17,0,0,108,177,0
2567,1994,Granada,DEIFONTES,1917,508,Pequeña,0,0,259,0,19,0,0,316,813,1
2568,1994,Granada,DIEZMA,798,160,Pequeña,0,0,16,0,10,0,0,272,339,0
2569,1994,Granada,DILAR,1210,349,Pequeña,0,0,129,0,26,0,0,268,431,5
2570,1994,Granada,DOLAR,578,144,Pequeña,0,0,48,0,6,0,0,115,265,0
2571,1994,Granada,DUDAR,203,51,Pequeña,0,0,34,1,1,0,0,41,75,0
2572,1994,Granada,DURCAL,4615,1221,Pequeña,0,0,6400,60,4210,0,0,8520,1464,20
2573,1994,Granada,ESCUZAR,768,280,Pequeña,0,0,47,0,11,0,0,139,290,1
2574,1994,Granada,El Pinar,1020,307,Pequeña,0,0,95,2,34,0,0,240,342,0
2575,1994,Granada,El Valle,1225,284,Pequeña,0,0,90,0,31,0,0,236,584,0
2576,1994,Granada,FERREIRA,355,84,Pequeña,0,0,11,0,2,0,0,100,158,0
2577,1994,Granada,FONELAS,977,388,Pequeña,0,0,52,0,5,0,0,147,385,0
2578,1994,Granada,FREILA,934,331,Pequeña,0,0,60,0,0,0,0,198,343,1
2579,1994,Granada,FUENTEVAQUEROS,2971,717,Pequeña,0,0,5000,0,310,0,0,4860,1233,30
2580,1994,Granada,GABIAS (LAS),4843,1452,Pequeña,0,0,5130,40,1800,0,0,1139,161,20
2581,1994,Granada,GALERA,1307,550,Pequeña,0,0,51,2,12,0,0,289,401,1
2582,1994,Granada,GOBERNADOR,337,60,Pequeña,0,0,19,0,3,0,0,131,124,0
2583,1994,Granada,GOJAR,2007,560,Pequeña,0,0,355,2,48,0,0,592,437,2
2584,1994,Granada,GOR,1028,375,Pequeña,0,0,33,0,15,0,0,240,365,0
2585,1994,Granada,GORAFE,468,107,Pequeña,0,0,19,0,5,0,0,95,242,0
2586,1994,Granada,GRANADA,206579,66790,Grande,0,0,6122,1900,5959,0,0,78194,33172,1470
2587,1994,Granada,GUADAHORTUNA,1712,386,Pequeña,0,0,461,2,10,0,0,392,456,4
2588,1994,Granada,GUADIX,14469,4929,Pequeña,0,0,1489,140,3060,0,0,5137,4211,70
2589,1994,Granada,GUAJARES (LOS),1235,294,Pequeña,0,0,43,0,26,0,0,404,465,3
2590,1994,Granada,GUALCHOS,2222,506,Pequeña,0,0,79,3,29,0,0,740,865,0
2591,1994,Granada,GUEJAR SIERRA,2183,653,Pequeña,0,0,157,2,15,0,0,662,691,2
2592,1994,Granada,GUEVEJAR,991,183,Pequeña,0,0,86,0,21,0,0,297,401,0
2593,1994,Granada,HUELAGO,517,141,Pequeña,0,0,13,0,0,0,0,148,215,0
2594,1994,Granada,HUENEJA,1112,391,Pequeña,0,0,76,0,17,0,0,288,338,1
2595,1994,Granada,HUESCAR,8534,4002,Pequeña,0,0,3040,40,590,0,0,244,2607,30
2596,1994,Granada,HUETOR SANTILLAN,1230,287,Pequeña,0,0,156,0,66,0,0,380,340,0
2597,1994,Granada,HUETOR TAJAR,6118,1783,Pequeña,0,0,5940,20,5920,0,0,1351,1842,50
2598,1994,Granada,HUETOR VEGA,5176,1785,Pequeña,0,0,7510,50,3370,0,0,257,1107,10
2599,1994,Granada,ILLORA,8198,2099,Pequeña,0,0,1717,80,1690,0,0,2581,2679,30
2600,1994,Granada,ITRABO,875,177,Pequeña,0,0,19,1,15,0,0,315,346,2
2601,1994,Granada,IZNALLOZ,4892,1206,Pequeña,0,0,9160,20,530,0,0,8290,1879,10
2602,1994,Granada,JAYENA,1166,362,Pequeña,0,0,46,0,18,0,0,245,495,0
2603,1994,Granada,JEREZ DEL MARQUESADO,1003,255,Pequeña,0,0,59,0,18,0,0,245,426,0
2604,1994,Granada,JETE,590,94,Pequeña,0,0,10,0,1,0,0,254,231,0
2605,1994,Granada,JUN,932,295,Pequeña,0,0,114,1,20,0,0,199,299,0
2606,1994,Granada,JUVILES,156,56,Pequeña,0,0,10,0,3,0,0,51,36,0
2607,1994,Granada,LACHAR,1813,517,Pequeña,0,0,243,0,12,0,0,385,655,0
2608,1994,Granada,LANJARON,3308,1041,Pequeña,0,0,236,1,213,0,0,817,993,1
2609,1994,Granada,LANTEIRA,592,137,Pequeña,0,0,46,0,8,0,0,205,196,0
2610,1994,Granada,LECRIN,2043,474,Pequeña,0,0,136,1,70,0,0,516,841,2
2611,1994,Granada,LENTEGI,288,76,Pequeña,0,0,7,0,8,0,0,24,173,0
2612,1994,Granada,LOBRAS,189,81,Pequeña,0,0,8,0,0,0,0,50,50,0
2613,1994,Granada,LOJA,15315,4686,Pequeña,0,0,1768,180,3790,0,0,4168,4986,140
2614,1994,Granada,LUGROS,384,140,Pequeña,0,0,3,0,0,0,0,62,179,0
2615,1994,Granada,LUJAR,452,117,Pequeña,0,0,8,0,9,0,0,176,142,0
2616,1994,Granada,La Mala,1254,275,Pequeña,0,0,409,0,85,0,0,138,347,0
2617,1994,Granada,La Peza,1231,398,Pequeña,0,0,28,0,10,0,0,389,406,0
2618,1994,Granada,La Taha,757,322,Pequeña,0,0,53,0,7,0,0,217,156,1
2619,1994,Granada,La Zubia,7073,2236,Pequeña,0,0,1199,130,2360,0,0,1753,1846,40
2620,1994,Granada,MARACENA,10061,3083,Pequeña,0,0,555,130,2660,0,0,1939,2473,100
2621,1994,Granada,MARCHAL,374,92,Pequeña,0,0,18,0,5,0,0,137,121,1
2622,1994,Granada,MOCLIN,3652,761,Pequeña,0,0,6750,0,500,0,0,4890,1671,0
2623,1994,Granada,MOLVIZAR,2122,344,Pequeña,0,0,93,0,22,0,0,926,735,2
2624,1994,Granada,MONACHIL,3509,1389,Pequeña,0,0,560,2,88,0,0,826,639,1
2625,1994,Granada,MONTEFRIO,5827,2178,Pequeña,0,0,3320,40,980,0,0,1246,2132,70
2626,1994,Granada,MONTEJICAR,2144,474,Pequeña,0,0,284,0,32,0,0,518,831,0
2627,1994,Granada,MONTILLANA,1135,254,Pequeña,0,0,12,0,7,0,0,485,377,0
2628,1994,Granada,MORALEDA DE ZAFAYONA,2046,683,Pequeña,0,0,480,0,10,0,0,295,572,3
2629,1994,Granada,MORELABOR,797,178,Pequeña,0,0,23,0,7,0,0,290,299,0
2630,1994,Granada,MOTRIL,35214,12435,Pequeña,0,0,543,220,1159,0,0,1404,8689,180
2631,1994,Granada,MURTAS,850,374,Pequeña,0,0,18,0,10,0,0,296,150,2
2632,1994,Granada,NEVADA,1211,382,Pequeña,0,0,70,0,15,0,0,161,580,0
2633,1994,Granada,NIGUELAS,967,259,Pequeña,0,0,135,1,25,0,0,178,368,0
2634,1994,Granada,NIVAR,479,130,Pequeña,0,0,42,0,2,0,0,177,127,1
2635,1994,Granada,OGIJARES,4180,1359,Pequeña,0,0,6480,40,1590,0,0,1326,8030,20
2636,1994,Granada,ORCE,1244,389,Pequeña,0,0,60,1,16,0,0,229,549,0
2637,1994,Granada,ORGIVA,3818,1386,Pequeña,0,0,2800,10,840,0,0,8200,124,20
2638,1994,Granada,OTIVAR,894,193,Pequeña,0,0,68,0,0,0,0,300,333,0
2639,1994,Granada,OTURA,2305,591,Pequeña,0,0,248,2,70,0,0,729,664,1
2640,1994,Granada,PADUL,4795,1311,Pequeña,0,0,8010,20,990,0,0,1228,1413,50
2641,1994,Granada,PAMPANEIRA,266,84,Pequeña,0,0,22,0,4,0,0,53,102,0
2642,1994,Granada,PEDRO MARTINEZ,1310,378,Pequeña,0,0,88,0,15,0,0,174,654,1
2643,1994,Granada,PELIGROS,4849,1366,Pequeña,0,0,1156,10,1840,0,0,1232,1095,20
2644,1994,Granada,PINOS GENIL,811,156,Pequeña,0,0,70,0,19,0,0,292,271,0
2645,1994,Granada,PINOS PUENTE,10003,2894,Pequeña,0,0,2061,100,1370,0,0,1675,3518,100
2646,1994,Granada,PIÑAR,1124,200,Pequeña,0,0,303,0,4,0,0,186,431,0
2647,1994,Granada,POLICAR,213,32,Pequeña,0,0,24,0,1,0,0,51,105,0
2648,1994,Granada,POLOPOS,957,235,Pequeña,0,0,44,0,16,0,0,233,428,1
2649,1994,Granada,PORTUGOS,396,87,Pequeña,0,0,13,0,2,0,0,142,152,0
2650,1994,Granada,PUEBLA DE DON FADRIQUE,2099,691,Pequeña,0,0,78,1,37,0,0,627,663,2
2651,1994,Granada,PULIANAS,2029,583,Pequeña,0,0,230,1,51,0,0,450,714,0
2652,1994,Granada,PURULLENA,1861,551,Pequeña,0,0,156,2,31,0,0,416,704,0
2653,1994,Granada,QUENTAR,856,253,Pequeña,0,0,75,3,21,0,0,293,210,0
2654,1994,Granada,RUBITE,346,120,Pequeña,0,0,21,0,10,0,0,71,124,0
2655,1994,Granada,SALAR,2156,428,Pequeña,0,0,617,0,16,0,0,387,704,3
2656,1994,Granada,SALOBREÑA,7060,2300,Pequeña,0,0,8050,30,3380,0,0,192,2181,0
2657,1994,Granada,SANTA CRUZ DEL COMERCIO,465,115,Pequeña,0,0,25,0,6,0,0,125,192,2
2658,1994,Granada,SANTA FE,9225,2499,Pequeña,0,0,9660,90,2050,0,0,2509,3355,90
2659,1994,Granada,SOPORTUJAR,236,74,Pequeña,0,0,27,0,2,0,0,28,104,0
2660,1994,Granada,SORVILAN,659,231,Pequeña,0,0,26,1,10,0,0,190,199,1
2661,1994,Granada,TORRE CARDELA,1028,235,Pequeña,0,0,24,0,14,0,0,343,412,0
2662,1994,Granada,TORVIZCON,894,275,Pequeña,0,0,42,0,9,0,0,256,312,0
2663,1994,Granada,TREVELEZ,632,195,Pequeña,0,0,72,1,5,0,0,76,283,0
2664,1994,Granada,TURON,372,155,Pequeña,0,0,6,1,1,0,0,158,51,0
2665,1994,Granada,UGIJAR,2317,799,Pequeña,0,0,80,0,20,0,0,501,915,0
2666,1994,Granada,VALLE DEL ZALABI,1996,432,Pequeña,0,0,34,0,19,0,0,700,810,1
2667,1994,Granada,VALOR,893,280,Pequeña,0,0,32,0,8,0,0,189,384,0
2668,1994,Granada,VEGAS DEL GENIL,2117,629,Pequeña,0,0,220,3,57,0,0,528,674,4
2669,1994,Granada,VELEZ BENAUDALLA,1981,503,Pequeña,0,0,275,0,26,0,0,559,617,1
2670,1994,Granada,VENTAS DE HUELMA,567,125,Pequeña,0,0,61,0,14,0,0,196,170,0
2671,1994,Granada,VILLAMENA,827,197,Pequeña,0,0,59,1,18,0,0,141,409,1
